Edge,TimeStartEdge,Distance,Accidents
403244,14.42,289,0
466350,14.55,94,0
350674,0.25,255,0
252068,0.48,1206,0
59190,0.62,924,0
391931,0.68,75,0
282806,0.68,245,0
8418,9.10,61,0
477145,7.12,74,0
180138,7.18,60,0
218117,7.23,6,0
470242,8.20,754,0
173559,8.22,2439,0
54092,8.27,446,0
10384,8.33,1437,0
122381,8.37,231,0
421508,8.57,37,0
15154,17.13,83,0
15550,17.32,3081,0
446811,17.57,128,0
381457,17.58,269,0
238805,17.67,401,0
8527,13.03,133,0
181784,20.12,75,0
7560,20.17,158,1
53958,7.08,207,0
414408,7.15,262,1
19735,14.02,66,0
414408,14.33,262,1
6394,9.00,210,0
183487,9.12,26,0
68494,19.00,72,0
431,19.08,152,0
27217,8.37,7179,0
50943,8.45,5961,0
26386,8.53,5750,0
9458,8.68,74,0
19780,14.08,78,0
140237,14.10,5422,0
276483,9.00,155,0
369243,9.02,174,0
48166,9.33,185,0
259897,21.13,159,0
47863,21.20,66,0
47868,21.22,55,0
321472,21.27,93,0
414471,12.08,149,0
170543,12.25,184,0
278037,21.17,178,0
395228,21.20,173,0
209198,7.15,214,1
411931,16.17,181,0
261612,11.00,86,0
390744,11.12,380,0
26245,11.25,286,0
27217,11.47,7179,0
268638,11.58,139,0
168,17.15,7265,0
312970,17.28,1062,0
10440,17.48,161,0
4704,11.07,172,0
388399,8.08,72,0
54324,8.17,172,0
71248,8.62,53,0
138548,8.65,9,0
361916,19.23,1160,0
187963,19.57,397,0
400671,8.07,1647,0
374530,8.17,805,0
30254,8.27,250,0
463235,8.32,705,0
62101,8.42,74,0
446650,15.42,45,0
429338,10.08,235,1
447083,10.10,63,0
180125,10.12,58,0
208785,10.13,174,0
16944,10.15,146,0
429338,19.10,235,1
433378,8.02,166,0
456863,15.10,30,0
274656,9.00,155,0
271233,9.18,535,0
2211,9.23,1803,0
274116,18.00,23,0
406522,18.38,1454,0
181360,10.28,34,0
239433,11.17,72,0
362131,20.02,35,0
5893,20.10,519,0
31118,18.00,87,0
6894,10.13,1763,0
275790,10.25,156,1
275791,10.25,139,0
206913,20.03,157,0
169606,20.03,83,0
19,20.08,85,0
6271,8.12,68,0
10839,8.23,98,0
8647,8.30,113,0
7850,14.02,482,0
6917,14.22,122,0
376320,9.03,79,0
385169,9.07,570,0
142204,9.20,361,1
211243,16.35,89,0
7459,8.18,87,0
331687,17.12,54,0
389085,9.18,833,0
187959,9.25,1173,0
118967,9.43,65,0
118949,9.47,83,0
12211,9.65,20,0
12213,9.65,44,0
187265,17.08,189,0
449567,17.15,189,0
309586,17.35,222,1
250159,17.47,322,0
250160,17.48,88,0
466532,17.55,261,0
452733,7.07,221,0
439,7.43,76,0
283371,13.33,64,0
403195,11.00,87,0
448750,11.28,195,0
393642,17.18,86,0
8156,17.33,97,0
33410,9.05,334,0
414487,9.08,111,0
94681,9.17,100,0
292329,9.20,93,0
4223,17.05,274,0
13317,17.07,187,0
8871,17.07,1155,0
92327,18.00,85,0
234275,18.03,96,0
381982,18.10,286,0
7129,7.07,494,0
414410,16.13,418,0
198880,10.12,53,0
287350,10.20,270,0
180157,10.43,19,0
360085,16.02,18,0
26245,16.08,286,0
159547,16.10,159,0
312960,16.27,192,0
392098,16.30,3497,0
51680,9.20,645,0
10384,9.22,1437,0
55597,9.32,737,0
55599,9.33,395,0
122398,21.48,1470,0
450733,10.32,188,0
15550,10.33,3081,0
226339,10.42,454,0
135517,10.57,128,0
389852,19.05,377,0
122382,19.27,2636,0
389275,19.52,114,0
182405,19.60,710,0
9562,10.02,450,0
378644,10.05,48,0
239961,10.07,364,0
7515,9.10,1489,0
6894,9.15,1763,0
370991,9.33,153,0
11675,9.42,98,0
281651,14.37,628,0
370985,17.08,173,0
262144,17.17,70,0
83708,10.15,1914,0
6894,10.20,1763,0
271233,10.25,535,0
1596,10.25,327,0
255978,10.32,143,0
269880,10.37,578,0
183543,10.47,222,0
137946,17.02,33,0
2338,17.10,2402,0
121022,17.12,87,1
159412,17.15,297,0
387630,19.22,80,0
469605,11.50,307,0
310413,18.00,255,0
55589,9.03,111,0
398474,9.27,15,0
416685,15.05,252,0
15158,15.13,79,0
15163,15.13,75,0
410166,15.28,85,0
180180,2.12,113,0
180189,2.12,73,0
310375,2.13,349,0
443152,2.20,280,0
351878,11.15,595,0
238143,11.20,3753,0
238130,11.32,1997,0
238129,11.35,962,0
238150,11.40,1553,0
238140,11.45,2426,0
20454,17.02,141,0
20448,17.08,1184,0
20443,17.10,229,0
7631,17.12,1284,0
354119,17.17,2087,0
20371,17.27,825,0
22124,17.28,2489,0
372918,17.40,1567,0
238130,17.55,1997,0
351883,17.78,671,0
364912,17.85,215,0
13124,9.27,1057,0
1596,9.43,327,0
361923,9.45,2786,0
121018,9.52,1951,0
269880,9.55,578,0
15248,15.00,223,0
250620,15.02,36,0
12874,15.12,399,0
120002,15.22,1839,0
59206,15.35,475,0
331407,9.13,116,0
193751,7.02,208,0
167035,11.05,345,0
133028,11.07,179,0
302866,11.60,56,0
6282,20.20,33,0
447073,20.27,119,0
180226,20.43,282,0
393854,10.08,67,0
393857,10.10,60,0
263672,10.27,195,0
15333,16.03,86,0
381175,10.03,7,0
381177,10.03,65,1
39615,10.27,18,0
394934,10.28,52,0
401594,20.17,197,0
381177,20.40,65,1
215852,8.10,504,0
173559,8.18,2439,0
54093,8.25,1561,0
118951,8.48,75,0
133,8.63,21,0
375532,8.67,254,0
19276,8.68,33,0
17444,19.27,71,0
173277,19.33,1665,0
51672,19.45,1782,0
52141,19.58,31,0
351441,19.67,47,0
238848,19.68,108,0
302777,9.00,67,0
297100,17.12,7,0
446716,17.12,79,0
337783,17.30,32,0
317198,8.00,135,1
317198,16.05,135,1
85803,15.00,58,0
55213,15.00,42,0
170479,10.03,190,1
402420,10.08,54,0
12690,10.28,54,1
127206,10.30,12,0
313616,15.00,8,0
352378,15.00,12,0
259887,15.10,76,0
12690,15.18,54,1
392519,15.25,108,0
170462,15.40,375,0
120612,10.17,265,0
185186,16.22,48,0
389085,9.22,833,0
187959,9.28,1173,0
446079,9.32,416,0
446210,9.58,35,0
13293,9.62,323,0
99165,17.55,256,0
3748,17.60,89,0
245535,8.00,377,0
34976,8.23,1609,1
120002,8.48,1839,0
240663,20.17,300,0
6893,20.23,335,0
11831,20.40,2997,0
416634,7.07,10,0
211644,8.10,65,0
180203,18.05,37,0
241903,18.23,145,0
261579,10.00,329,0
239434,10.17,48,0
239439,10.18,49,0
127207,10.23,46,0
240336,9.05,261,0
55597,9.18,737,0
118954,9.25,51,0
421520,9.30,39,0
187563,19.07,44,0
298696,19.42,443,0
447078,18.13,24,0
403267,11.08,372,0
370983,11.30,56,0
370994,11.33,436,0
275799,20.22,301,0
446752,11.17,89,0
392519,11.27,108,0
204188,20.02,228,0
1115,20.08,13,0
188247,22.00,38,0
213671,8.10,103,0
82655,16.10,199,0
288805,16.17,17,0
56814,12.03,374,0
135517,9.00,128,0
403905,15.02,254,1
325578,15.22,170,0
135517,15.27,128,0
323502,8.05,108,0
15148,8.05,358,0
327940,8.22,2951,0
329122,8.35,1310,0
144194,18.08,136,0
208910,18.17,8,0
159557,18.22,71,0
159551,18.27,65,0
312955,18.35,1698,0
455848,9.03,70,0
177034,9.50,1549,0
135809,9.53,1088,0
253564,15.00,41,0
142221,15.10,320,0
142218,15.12,1738,0
97178,15.35,714,0
29867,15.52,131,0
188116,12.12,1090,0
1921,12.50,98,0
411729,21.02,26,0
477151,21.08,147,0
240120,21.28,194,0
261593,11.05,399,0
182423,11.12,618,0
214882,11.20,209,0
181325,19.03,109,0
349417,19.07,84,0
261598,19.20,353,0
255982,15.02,205,0
47128,15.22,77,0
42340,15.25,78,0
20873,10.23,13,0
271233,10.23,535,0
370984,10.33,9,0
192366,19.22,1746,0
148732,19.25,1005,0
246682,19.32,1951,0
178161,10.00,459,0
456823,10.10,46,0
16483,10.25,115,0
254228,18.00,30,0
174058,18.27,77,0
242763,7.02,56,0
310390,7.13,191,0
118037,18.00,104,0
393853,18.13,82,0
8965,18.30,38,0
127203,18.32,7,0
12690,18.33,54,0
292325,7.22,818,1
8872,7.28,345,0
25246,13.17,46,0
402646,10.23,26,0
18059,22.22,41,0
332075,18.10,146,0
212946,10.23,274,0
329968,10.30,389,0
329971,15.02,234,0
7454,15.28,85,0
367838,9.08,94,0
64454,9.12,67,0
113098,18.05,89,0
182941,9.03,221,0
13109,9.13,5,0
140,9.22,73,0
185669,20.28,110,1
47870,20.40,36,0
6581,20.48,100,0
393586,9.02,371,0
204029,9.15,30,0
404641,11.08,211,0
266092,23.00,190,0
209187,8.15,143,0
159557,18.08,71,1
112466,18.18,219,0
278723,8.00,73,0
7851,8.05,307,0
243380,16.10,46,0
428268,16.12,186,1
428274,16.12,66,0
8646,16.20,83,0
69710,16.23,106,0
278721,16.27,22,0
369833,9.05,195,0
183788,9.13,228,0
284455,17.08,23,0
459624,9.15,29,0
402524,9.20,844,0
142038,9.23,2877,0
409733,9.30,3157,0
10837,19.07,95,0
147082,19.25,558,0
69925,19.48,1569,0
63496,11.03,107,0
356156,10.08,303,0
2551,10.15,172,0
59209,17.03,457,0
258100,17.20,77,0
274737,9.03,144,1
394097,9.07,340,0
118968,9.18,274,0
398929,17.13,102,0
245314,17.20,38,0
6503,21.27,127,0
188061,12.05,173,0
417507,9.03,137,0
346393,9.05,117,0
395226,9.07,121,1
395226,15.05,121,1
261608,9.13,273,0
186740,9.22,210,0
18029,18.00,27,0
186731,18.05,179,0
409718,10.32,322,0
180195,10.40,24,0
25236,16.08,253,0
8871,16.25,1155,0
397114,16.40,673,0
178169,21.03,80,0
177383,21.08,101,0
127214,21.23,94,0
274384,21.47,126,0
442568,9.22,8,0
426680,9.28,78,0
312960,16.37,192,0
182405,9.15,710,0
391698,9.23,453,0
397737,17.02,15,0
59198,17.23,1982,1
13124,17.27,1057,0
10988,17.50,432,0
945,17.53,39,0
112736,17.57,485,0
454044,22.13,205,0
404579,22.18,118,1
361916,22.30,1160,0
12816,22.33,225,0
148732,22.33,1005,0
246682,22.42,1951,0
102273,22.45,259,0
240338,22.50,1300,0
438120,22.65,138,0
162752,14.07,70,0
278030,14.13,361,0
59209,14.43,457,0
40698,14.55,334,0
21112,14.58,170,0
23633,14.60,551,0
4682,1.40,1817,0
384770,1.52,88,0
370989,1.53,137,0
260373,10.03,6,0
462202,10.05,315,0
51857,10.08,49,0
469345,10.15,12,0
7515,10.23,1489,0
119997,10.27,998,0
83711,15.18,510,0
20938,12.03,190,0
240483,7.02,41,0
193268,7.05,47,0
458284,11.13,398,0
450730,11.37,226,0
5101,11.45,587,0
272841,18.17,487,0
269081,8.00,153,0
12669,8.28,47,0
310354,8.08,87,0
416647,8.28,138,0
448567,9.13,147,0
7795,18.00,48,0
347066,9.12,66,0
430369,9.20,124,0
349185,13.00,98,0
243200,13.02,356,0
394098,13.10,974,0
378165,13.17,515,0
6893,9.37,335,0
454044,9.55,205,0
375749,9.60,73,0
255496,9.60,156,0
255479,9.62,695,0
134006,16.00,123,0
112727,16.13,134,0
159417,16.22,2643,0
271235,16.27,239,0
252068,16.43,1206,0
240338,16.48,1300,0
240228,16.50,1123,0
239422,11.35,136,0
12080,16.37,208,0
368074,11.25,18,0
188056,18.02,100,0
214279,18.17,262,1
352444,18.22,286,0
122382,9.35,2636,0
450724,9.37,206,0
59198,9.50,1982,0
10903,20.13,234,0
246683,20.18,402,0
122398,20.30,1470,0
51674,20.38,1461,0
54085,20.40,3218,0
381457,20.53,269,0
392519,10.72,108,1
392519,21.07,108,1
54629,21.55,449,1
392660,21.73,84,0
204201,20.03,36,0
261818,9.07,71,0
296330,9.15,85,0
365074,10.07,86,0
135573,10.23,265,0
364903,10.35,359,0
125820,10.43,174,0
215847,10.50,1623,0
18564,10.55,878,1
18564,18.02,878,1
374023,18.37,104,0
393160,10.02,385,0
449578,16.08,256,0
396526,16.25,93,0
396532,16.25,383,0
394084,16.27,145,0
8309,16.33,47,0
447633,8.13,148,0
447634,8.13,134,0
239793,8.38,42,0
411596,8.45,131,1
184765,19.07,515,0
289754,19.30,133,0
222988,19.40,176,0
170493,7.02,371,1
6918,9.25,16,0
177916,9.33,66,0
420137,17.00,7,0
446022,9.03,282,0
292074,9.03,12,0
29917,9.08,100,0
7878,9.23,69,1
421514,9.23,69,0
2015,16.08,252,0
11979,8.02,72,0
200907,8.32,242,0
259887,8.33,76,0
4005,17.22,351,0
241231,17.33,47,0
221746,10.00,152,0
392454,10.02,28,0
258084,10.23,114,0
211019,15.13,153,0
250239,15.20,313,0
146746,8.02,81,0
2330,8.20,497,0
7222,8.47,89,0
112730,17.35,194,0
208781,9.22,23,0
6274,18.03,69,0
44,18.07,34,0
442731,7.00,31,0
53455,7.17,3072,0
173559,7.22,2439,0
450721,7.40,126,0
15550,16.13,3081,0
122398,16.17,1470,0
51672,16.20,1782,0
54085,16.27,3218,0
215901,16.43,481,0
421429,9.20,48,1
292327,9.40,151,0
392837,17.30,37,0
8718,17.35,80,0
202049,17.37,433,0
17552,15.17,177,0
253344,16.12,16,0
461736,4.05,40,0
11209,4.20,87,0
352122,4.22,56,0
392834,4.22,99,0
310413,4.25,255,0
438109,20.07,69,0
8651,9.08,74,0
208785,20.07,174,0
16484,20.07,109,0
180560,9.05,204,0
8247,16.13,81,0
180130,16.13,64,0
405106,16.37,30,0
397704,10.22,93,0
243351,19.07,59,0
7018,19.12,57,0
240188,19.15,69,0
352123,19.25,103,0
5901,9.30,1987,0
480309,9.33,384,0
240338,9.35,1300,0
131344,19.08,149,0
22359,19.33,82,0
478137,19.05,137,0
254359,9.02,123,0
209174,9.27,18,0
179652,9.33,494,0
46362,15.32,493,0
263509,8.00,42,1
405002,8.10,81,0
182240,8.17,217,0
379925,8.28,87,0
20613,17.02,11,0
431025,17.10,41,0
263509,17.33,42,1
235694,11.10,57,0
13161,19.05,90,0
65474,9.32,23,0
94542,9.33,381,0
142218,9.55,1738,0
310426,17.23,432,0
325586,17.47,64,0
374001,17.47,131,0
55597,10.18,737,0
331687,10.35,54,0
307418,10.45,16,0
180160,10.55,144,0
6281,19.15,78,0
127206,19.17,12,0
353197,19.57,202,0
180160,14.00,144,0
13317,9.22,187,0
4222,17.13,159,0
181381,9.18,109,0
180153,9.33,157,0
253258,9.37,30,1
213670,9.37,99,0
271893,18.00,95,0
253258,18.12,30,1
182941,18.23,221,0
420449,22.03,44,0
15857,22.05,28,0
14776,22.22,256,0
5197,11.25,248,0
145442,11.37,134,0
49708,11.52,133,0
49702,22.00,64,0
187960,22.08,398,0
439857,22.50,111,0
181349,11.15,110,0
193265,19.07,148,1
8128,19.15,98,0
205325,11.47,78,0
401613,21.03,12,0
181328,21.22,244,0
14124,16.05,49,0
210088,16.18,264,0
240338,16.37,1300,0
145443,16.45,17,0
142198,16.45,638,1
54630,16.52,371,0
83708,0.35,1914,0
119997,0.37,998,0
148730,0.38,341,0
210085,0.43,86,0
7521,0.47,139,0
240940,0.48,371,0
122416,9.17,17,0
339136,9.02,194,0
349052,9.07,59,0
16488,20.07,499,0
310386,20.10,127,0
449949,9.22,112,0
433378,9.40,166,0
299117,19.18,22,1
377990,19.40,435,0
180234,10.33,27,0
180239,10.33,98,0
310352,22.27,223,0
380383,11.17,54,0
210112,16.02,552,0
1592,16.08,98,0
139844,16.18,85,0
308397,16.27,66,0
350682,9.02,112,0
403246,9.05,69,0
12815,9.13,283,0
120002,9.15,1839,0
281651,9.20,628,0
5901,9.27,1987,0
240228,9.32,1123,0
394094,9.33,628,0
292523,9.52,1385,0
5173,20.02,232,0
450725,20.20,101,0
396532,20.22,383,0
6478,20.37,1462,0
403259,20.52,245,0
10384,11.05,1437,0
259897,21.05,159,0
16713,21.12,280,0
15550,21.27,3081,0
122379,21.30,76,0
11331,21.33,409,0
353093,21.35,45,0
401466,10.03,223,0
424409,10.17,534,0
129881,10.18,45,0
1588,10.18,21,0
371937,10.25,200,0
175481,17.23,23,0
69911,13.27,33,0
187230,21.00,122,0
209173,21.07,89,1
238983,21.12,20,0
185668,21.17,20,0
366567,7.18,44,0
181397,7.27,129,0
258033,7.35,138,0
401381,16.02,171,0
209165,16.15,156,0
179652,16.23,494,0
244882,16.48,49,0
335552,21.05,137,0
266464,10.03,107,0
439857,19.05,111,0
8634,10.12,58,0
244817,10.13,180,0
173277,10.18,1665,0
450719,10.20,226,0
51673,10.32,1942,0
54085,10.35,3218,0
235307,10.57,143,0
235310,10.58,193,0
17019,18.23,3226,0
51680,18.32,645,0
429338,21.12,235,0
421430,8.25,26,0
367839,8.47,243,0
241899,16.15,47,0
414737,16.20,116,0
202050,16.42,36,0
394098,9.35,974,0
473549,9.48,108,0
270872,17.02,75,0
140486,17.42,30,0
461715,17.10,129,0
241161,9.15,27,0
4287,9.15,79,0
338998,16.05,35,0
319621,16.07,206,0
186731,11.05,179,0
53000,11.17,51,0
398687,17.20,88,0
312969,10.32,1061,0
212957,18.05,138,0
209197,18.42,214,0
6975,9.22,381,0
175482,16.13,293,0
208910,9.08,8,0
209177,9.08,139,0
220459,9.22,58,0
421407,8.53,21,0
7871,13.10,36,0
443323,7.10,61,0
209075,15.03,96,0
181784,15.08,75,0
180180,14.05,113,0
225889,8.05,534,0
192369,8.38,1291,0
6714,18.05,159,0
159417,18.13,2643,0
25688,18.53,465,0
225890,18.55,1413,0
7515,14.15,1489,0
2289,14.28,701,1
12440,14.43,109,0
83710,23.23,1546,0
240536,8.03,252,0
2220,8.00,165,0
2229,8.02,1094,0
392090,8.10,740,0
312963,8.17,2334,0
188645,8.20,1687,0
312956,8.23,896,0
450351,8.28,69,0
54424,8.30,755,0
2015,8.52,252,0
312955,16.33,1698,0
312969,16.35,1061,0
312972,16.35,311,0
312964,16.35,2318,0
312965,16.38,414,0
146159,11.05,80,0
404652,8.12,48,0
417765,20.07,245,0
331404,10.03,209,1
12690,17.02,54,1
331401,17.10,181,0
331404,17.10,209,1
168133,8.10,80,0
187325,8.15,46,0
12810,18.07,41,0
11836,18.35,610,0
10988,18.37,432,0
10989,18.37,314,0
281650,2.08,899,1
2211,2.15,1803,0
192366,2.18,1746,0
240521,2.27,464,0
182941,11.05,221,0
33586,11.07,184,0
397712,11.17,26,0
331742,11.17,75,0
179652,19.17,494,0
47863,19.30,66,0
441978,9.07,98,0
51672,9.37,1782,0
51673,9.38,1942,0
52155,18.18,161,0
450717,18.42,131,0
421511,18.57,26,0
416580,18.60,81,0
187329,18.62,18,0
192341,18.63,14,0
413757,11.10,456,0
390795,11.37,170,0
259113,19.00,136,0
298416,19.07,11,0
443435,19.10,107,0
14306,10.00,71,0
414729,10.32,159,0
181305,16.07,115,0
180226,10.17,282,0
300846,22.03,30,0
220466,22.07,145,0
183766,11.12,388,0
69712,19.12,247,0
37278,10.10,139,0
27217,10.28,7179,0
26383,10.45,206,0
56163,10.62,482,0
56110,10.65,182,0
36095,10.68,471,0
36108,10.73,220,0
140237,21.27,5422,0
19779,21.37,3379,0
449220,21.50,182,0
55057,21.62,63,0
274385,21.77,182,0
331401,9.03,181,0
392453,9.05,128,0
118968,15.30,274,0
240910,14.02,64,0
25243,13.10,101,0
278880,20.02,166,0
1148,20.05,111,0
115327,20.12,138,0
193265,9.07,148,0
9770,9.10,7,0
1743,9.10,55,0
403196,9.07,190,0
403207,9.10,203,0
394927,15.13,49,0
396529,13.13,142,0
15550,13.18,3081,0
122377,13.22,217,0
215731,13.30,381,1
215731,18.10,381,1
411445,18.12,275,0
122382,18.20,2636,0
173275,18.23,202,0
4232,12.03,391,0
365789,16.12,14,0
11425,11.08,206,0
378569,8.28,66,0
211167,15.00,83,0
258222,15.03,50,0
129954,15.07,5,0
1875,15.18,73,0
401073,22.07,44,1
180127,8.20,8,0
122417,8.33,58,0
180159,14.38,46,0
180187,14.40,112,0
274380,14.43,83,0
42334,18.22,77,0
395102,9.03,495,0
360225,9.05,259,0
214294,9.20,47,0
239432,9.22,37,0
209172,15.07,99,0
127277,15.18,174,0
211281,15.42,113,0
378597,15.42,47,0
330002,8.12,147,0
27217,8.25,7179,0
50943,8.33,5961,0
8239,14.03,11,0
258642,14.27,196,0
168,14.28,7265,0
373056,14.50,411,0
414517,14.58,478,0
209225,17.13,39,0
7015,1.15,35,1
19654,9.05,224,0
282748,17.03,375,0
237937,17.13,86,0
4682,8.50,1817,0
361923,8.55,2786,0
12874,19.18,399,0
83710,19.30,1546,0
252068,19.37,1206,0
12506,19.48,70,0
142204,19.52,361,0
142205,19.52,1875,0
43550,19.65,75,0
7319,8.02,46,0
378301,11.02,177,0
378456,11.03,109,0
298759,11.08,763,0
59198,11.27,1982,0
4897,11.45,174,0
5901,18.27,1987,0
343947,18.45,107,0
271229,21.30,184,0
142204,21.35,361,0
403064,11.33,340,0
11286,19.18,5,0
11136,19.25,176,0
241898,8.28,14,0
393434,8.35,138,0
272736,14.30,53,0
366564,11.07,53,0
12390,11.08,7,0
453855,11.10,124,1
162832,21.27,113,0
240537,21.20,34,0
377909,10.12,132,0
420447,20.10,40,0
366728,20.22,67,0
3907,11.00,61,0
240521,8.37,464,0
438104,8.52,72,0
83708,17.18,1914,0
255499,17.47,498,0
398527,9.03,31,0
170766,9.08,21,0
134840,20.10,43,0
278021,8.02,230,1
441026,15.13,415,0
278021,15.17,230,1
414413,17.07,284,0
181338,8.07,71,0
9716,9.07,976,1
397564,9.23,656,1
142217,9.40,395,0
275944,9.43,324,1
450741,9.62,219,0
450736,9.62,242,0
55597,9.65,737,0
5894,9.67,328,0
428292,9.78,41,0
309141,19.02,154,0
187265,19.03,189,0
468277,19.08,82,1
5197,19.25,248,0
8160,19.35,236,0
254057,19.45,285,0
260043,19.48,874,0
397564,19.63,656,1
397567,19.67,140,0
19665,19.83,236,0
278940,9.02,121,0
278956,9.05,190,0
395401,18.02,40,0
129034,18.35,143,0
33410,8.12,334,0
254127,16.45,11,0
253651,9.13,54,0
177923,19.05,44,0
404246,9.00,155,0
404255,9.03,629,0
453855,9.15,124,0
446723,9.22,39,0
375994,17.15,127,0
170941,7.03,915,0
170952,7.12,668,0
410608,13.15,162,0
13409,7.05,160,0
9611,7.05,131,0
148324,7.28,460,0
392001,7.32,65,0
3181,7.37,64,0
313292,7.45,185,0
180143,12.00,42,0
447073,12.05,119,0
177887,12.15,34,0
464880,11.03,251,0
302875,21.20,53,0
2338,8.05,2402,0
380011,8.07,434,0
11536,8.17,24,0
180187,8.33,112,0
214395,15.28,29,0
380012,15.30,110,0
395101,10.02,431,0
345371,10.05,117,0
403381,10.08,88,0
446210,10.23,35,0
375532,10.32,254,0
147174,10.42,56,0
106926,17.27,147,0
106945,17.28,41,0
210112,17.30,552,0
282546,17.20,233,0
269718,17.22,87,1
269718,4.18,87,1
11906,9.10,39,0
173277,9.32,1665,0
53655,9.60,1944,0
177033,9.63,2296,0
397564,9.75,656,0
35442,9.90,720,0
125820,18.18,174,0
374002,18.45,266,0
2301,18.50,344,0
122381,18.55,231,0
122382,18.55,2636,0
438990,18.65,201,0
196255,18.77,43,0
15965,14.08,60,0
213671,14.22,103,0
404661,14.33,105,0
274384,23.12,126,0
213671,23.18,103,0
271613,23.37,22,0
339642,8.00,65,0
118951,17.07,75,0
33584,8.17,204,0
181785,8.30,197,0
180165,8.45,25,0
252794,14.47,213,0
177386,8.07,250,0
310331,8.08,95,0
240396,8.15,140,0
179651,8.25,552,0
9350,19.17,86,0
352129,19.27,178,0
181292,9.18,54,0
397110,13.20,107,0
261601,13.25,524,0
35069,9.03,94,0
148730,9.13,341,0
183962,19.02,135,0
120002,19.08,1839,0
187876,8.03,226,0
180556,8.03,31,0
404660,12.13,287,0
16944,11.23,146,0
239538,11.27,34,0
392516,19.07,101,0
249392,19.20,30,0
432998,16.07,53,0
216400,9.00,9,0
181289,9.02,64,0
380024,16.03,183,0
8623,16.10,269,0
350682,7.02,112,0
255790,7.20,605,0
182465,7.27,73,0
391698,15.25,453,0
307424,9.23,97,0
20874,9.23,61,0
240191,9.33,51,0
220792,9.37,11,0
429341,9.40,197,0
180171,9.43,89,0
180182,9.45,74,0
180211,9.50,13,0
416642,11.28,232,0
7032,11.33,31,0
398470,11.48,15,0
448903,11.48,253,0
393283,20.23,61,0
209172,11.08,99,0
250239,21.15,313,0
385263,8.07,26,0
2015,8.28,252,0
339642,8.35,65,0
392836,8.40,107,0
12080,8.53,208,0
404201,17.07,87,0
294956,17.27,176,0
421427,17.32,82,0
244074,17.45,51,0
243360,17.47,161,0
13124,10.20,1057,0
6478,10.25,1462,0
6893,10.33,335,0
192369,10.35,1291,0
4682,10.37,1817,0
11835,10.43,299,0
269879,19.10,377,0
159417,19.13,2643,0
120002,19.25,1839,0
5901,19.37,1987,0
280097,19.52,432,0
69912,8.05,113,0
39615,19.05,18,0
391630,7.05,39,0
259853,7.10,281,0
174029,17.10,62,0
51672,8.15,1782,0
51673,8.17,1942,0
54085,8.22,3218,0
470234,8.30,2965,0
242773,8.47,45,0
257171,17.00,63,0
351393,17.08,3088,0
53455,17.13,3072,0
173556,17.18,196,0
211399,13.00,185,0
310408,13.17,106,0
310409,13.17,179,0
135902,10.03,52,0
14284,20.00,298,0
209079,20.18,158,0
421521,7.12,23,0
266061,7.13,64,0
253651,18.15,54,0
449591,11.20,134,0
4005,20.20,351,0
16568,8.17,641,0
59190,8.23,924,0
396532,19.13,383,0
142206,19.25,551,0
458275,19.30,245,0
276532,9.05,150,0
240536,13.05,252,0
393848,10.00,107,0
352378,10.02,12,0
388194,15.02,67,0
258079,8.23,39,0
351351,8.05,90,0
17019,8.25,3226,0
122382,8.38,2636,0
5190,15.12,170,0
282823,7.03,750,0
292478,7.20,819,0
170948,14.02,61,0
170947,14.08,169,0
282831,14.30,250,0
142214,9.08,132,0
274945,9.38,116,0
265742,7.12,85,0
274385,12.03,182,0
221791,21.10,98,0
59208,10.07,184,0
11835,10.27,299,0
10989,10.28,314,1
192367,16.27,390,0
83710,16.30,1546,0
83711,16.32,510,0
246680,16.33,611,0
353087,9.40,71,0
8823,9.50,227,1
8823,17.07,227,1
154578,17.30,291,0
173277,17.37,1665,0
275973,7.07,116,0
253650,7.15,43,0
282546,14.10,233,0
411575,9.02,588,0
423374,9.25,258,0
331739,9.28,47,0
433379,20.02,119,0
366715,20.22,68,0
278019,10.02,38,0
392114,10.03,268,0
466749,15.13,40,0
400669,10.08,1900,0
374651,10.22,374,0
30256,10.25,470,0
148730,10.48,341,1
1596,10.55,327,0
361920,10.55,451,0
15372,10.62,349,0
2075,16.27,549,0
400833,16.30,1152,0
400671,16.60,1647,0
201526,20.13,84,0
6917,9.30,122,0
341433,9.38,4,0
429341,17.08,197,0
181305,11.05,115,0
392831,11.10,120,0
222988,11.18,176,1
4005,11.18,351,0
135894,21.10,146,1
273433,21.20,72,0
7874,21.27,26,0
261951,9.07,48,0
177891,9.20,31,0
173277,9.38,1665,0
213104,9.58,260,0
135517,15.02,128,0
374026,15.03,104,0
453486,15.17,153,0
173278,15.30,946,0
274951,15.38,107,0
434401,15.52,19,0
16483,15.57,115,0
22034,8.02,65,0
11132,8.05,123,0
268629,8.10,144,0
323453,8.12,336,0
392098,8.28,3497,0
34976,8.37,1609,0
184133,16.03,712,0
4782,16.22,2842,1
392095,16.25,1868,0
27217,16.30,7179,0
323457,16.40,129,0
170493,7.13,371,0
477145,9.03,74,0
9445,15.08,53,0
11120,11.03,183,0
29911,11.08,53,0
29921,11.13,215,0
453271,11.42,58,0
241183,11.43,73,0
414729,18.08,159,0
455252,18.13,25,0
11215,18.20,22,0
214882,8.03,209,0
181284,8.03,209,0
416684,8.07,39,0
14346,11.28,54,0
6199,19.13,282,0
159552,19.18,162,0
112456,19.22,39,0
282841,8.02,250,0
173278,8.10,946,0
